<<<<<<< HEAD:Teams.csv
yearID,lgID,teamID,franchID,divID,Rank,Ghome,DivWin,WCWin,LgWin,WSWin,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro
1879,NL,CN1,CNR,,5,,,,N,,Cincinnati Reds,Avenue Grounds,,95,94,CIN,CN1,CN1
1879,NL,PRO,PRO,,1,,,,Y,,Providence Grays,Messer Street Grounds,,99,95,PRO,PRO,PRO
1879,NL,SR1,SYR,,7,,,,N,,Syracuse Stars,Newell Park,,89,95,SYR,SR1,SR1
1879,NL,TRN,TRT,,8,,,,N,,Troy Trojans,Putnam Grounds,,93,100,TRO,TRN,TRN
1880,NL,BFN,BUF,,7,,,,N,,Buffalo Bisons,Riverside Park,,102,103,BUF,BFN,BFN
1880,NL,BSN,ATL,,6,,,,N,,Boston Red Caps,South End Grounds I,,97,96,BSN,BSN,BSN
1880,NL,CHN,CHC,,1,,,,Y,,Chicago White Stockings,Lake Front Park I,,106,102,CHC,CHN,CHN
1880,NL,CL2,CBL,,3,,,,N,,Cleveland Blues,Kennard Street Park,,98,99,CLV,CL2,CL2
1880,NL,CN1,CNR,,8,,,,N,,Cincinnati Reds,Bank Street Grounds,,98,104,CIN,CN1,CN4
1880,NL,PRO,PRO,,2,,,,N,,Providence Grays,Messer Street Grounds,,97,93,PRO,PRO,PRO
1880,NL,TRN,TRT,,4,,,,N,,Troy Trojans,Haymakers' Grounds,,105,106,TRO,TRN,TRN
1880,NL,WOR,WOR,,5,,,,N,,Worcester Ruby Legs,Worcester Driving Park Grounds,,108,109,WOR,WOR,WOR
1881,NL,BFN,BUF,,3,,,,N,,Buffalo Bisons,Riverside Park,,99,100,BUF,BFN,BFN
1881,NL,BSN,ATL,,6,,,,N,,Boston Red Caps,South End Grounds I,,96,96,BSN,BSN,BSN
1881,NL,CHN,CHC,,1,,,,Y,,Chicago White Stockings,Lake Front Park I,,105,99,CHC,CHN,CHN
1881,NL,CL2,CBL,,7,,,,N,,Cleveland Blues,Kennard Street Park,,95,95,CLV,CL2,CL2
1881,NL,DTN,DTN,,4,,,,N,,Detroit Wolverines,Recreation Park,,104,105,DTN,DTN,DTN
1881,NL,PRO,PRO,,2,,,,N,,Providence Grays,Messer Street Grounds,,98,96,PRO,PRO,PRO
1881,NL,TRN,TRT,,5,,,,N,,Troy Trojans,Haymakers' Grounds,,105,106,TRO,TRN,TRN
1881,NL,WOR,WOR,,8,,,,N,,Worcester Ruby Legs,Worcester Driving Park Grounds,,105,108,WOR,WOR,WOR
1882,NL,BFN,BUF,,3,,,,N,,Buffalo Bisons,Riverside Park,,102,101,BUF,BFN,BFN
1882,AA,BL2,BLO,,6,,,,N,,Baltimore Orioles,Newington Park,,90,100,BAL,BL2,BL5
1882,NL,BSN,ATL,,3,,,,N,,Boston Red Caps,South End Grounds I,,100,98,BSN,BSN,BSN
1882,NL,CHN,CHC,,1,,,,Y,,Chicago White Stockings,Lake Front Park I/Lake Front Park II,,105,99,CHC,CHN,CHN
1882,NL,CL2,CBL,,5,,,,N,,Cleveland Blues,Kennard Street Park,,97,97,CLV,CL2,CL2
1882,AA,CN2,CIN,,1,,,,Y,,Cincinnati Red Stockings,Bank Street Grounds,,106,99,CIN,CN2,CN2
1882,NL,DTN,DTN,,5,,,,N,,Detroit Wolverines,Recreation Park,,100,101,DTN,DTN,DTN
1882,AA,LS2,LOU,,2,,,,N,,Louisville Eclipse,Eclipse Park I,,95,93,LOU,LS2,LS2
1882,AA,PH4,PHA,,3,,,,N,,Philadelphia Athletics,Oakdale Park,,110,110,PHA,PH4,PH4
1882,NL,PRO,PRO,,2,,,,N,,Providence Grays,Messer Street Grounds,,100,98,PRO,PRO,PRO
1882,AA,PT1,PIT,,4,,,,N,,Pittsburg Alleghenys,Exposition Park I,,100,99,PIT,PT1,PT1
1882,AA,SL4,STL,,5,,,,N,,St. Louis Brown Stockings,Sportsman's Park I,,104,104,STL,SL4,SL4
1882,NL,TRN,TRT,,7,,,,N,,Troy Trojans,Troy Ball Club Grounds,,95,98,TRO,TRN,TRN
1882,NL,WOR,WOR,,8,,,,N,,Worcester Ruby Legs,Worcester Driving Park Grounds,,102,107,WOR,WOR,WOR
1883,NL,BFN,BUF,,5,,,,N,,Buffalo Bisons,Riverside Park,,102,101,BUF,BFN,BFN
1883,AA,BL2,BLO,,8,,,,N,,Baltimore Orioles,Oriole Park,,103,105,BAL,BL2,BL2
1883,NL,BSN,ATL,,1,,,,Y,,Boston Beaneaters,South End Grounds I,,102,98,BSN,BSN,BSN
1883,NL,CHN,CHC,,2,,,,N,,Chicago White Stockings,Lake Front Park II,,108,105,CHC,CHN,CHN
1883,NL,CL2,CBL,,4,,,,N,,Cleveland Blues,Kennard Street Park,,99,100,CLV,CL2,CL2
1883,AA,CL5,CBK,,6,,,,N,,Columbus Buckeyes,Recreation Park I,,92,93,COL,CL5,CL5
1883,AA,CN2,CIN,,3,,,,N,,Cincinnati Red Stockings,Bank Street Grounds,,106,99,CIN,CN2,CN2
1883,NL,DTN,DTN,,7,,,,N,,Detroit Wolverines,Recreation Park,,95,99,DTN,DTN,DTN
1883,AA,LS2,LOU,,5,,,,N,,Louisville Eclipse,Eclipse Park I,,93,91,LOU,LS2,LS2
1883,NL,NY1,SFG,,6,,,,N,,New York Gothams,Polo Grounds I,,99,99,NYG,NY1,NY1
1883,AA,NY4,NYP,,4,,,,N,,New York Metropolitans,Polo Grounds I West Diamond,,109,106,NYP,NY4,NY4
1883,AA,PH4,PHA,,1,,,,Y,,Philadelphia Athletics,Jefferson Street Grounds,,108,105,PHA,PH4,PH4
1883,NL,PHI,PHI,,8,,,,N,,Philadelphia Quakers,Recreation Park,,91,98,PHI,PHI,PHI
1883,NL,PRO,PRO,,3,,,,N,,Providence Grays,Messer Street Grounds,,103,99,PRO,PRO,PRO
1883,AA,PT1,PIT,,7,,,,N,,Pittsburg Alleghenys,Exposition Park I,,94,98,PIT,PT1,PT1
1883,AA,SL4,STL,,2,,,,N,,St. Louis Browns,Sportsman's Park I,,106,106,STL,SL4,SL4
1884,UA,ALT,ALT,,10,,,,N,,Altoona Mountain City,,,101,109,ALT,ALT,ALT
1884,NL,BFN,BUF,,3,,,,N,N,Buffalo Bisons,Olympic Park I,,103,105,BUF,BFN,BFN
1884,AA,BL2,BLO,,6,,,,N,N,Baltimore Orioles,Oriole Park,,104,107,BAL,BL2,BL2
1884,UA,BLU,BLU,,4,,,,N,,Baltimore Monumentals,,,109,109,BLU,BLU,BLU
1884,AA,BR3,LAD,,9,,,,N,N,Brooklyn Atlantics,Washington Park I,,100,102,BRO,BR3,BR3
1884,NL,BSN,ATL,,2,,,,N,N,Boston Beaneaters,South End Grounds I,,99,97,BSN,BSN,BSN
1884,UA,BSU,BRD,,5,,,,N,,Boston Reds,,,99,98,BOS,BSU,BSU
1884,NL,CHN,CHC,,5,,,,N,N,Chicago White Stockings,Lake Front Park II,,108,105,CHC,CHN,CHN
1884,UA,CHU,CPI,,6,,,,N,,Chicago/Pittsburgh (Union League),,,98,99,CPI,CHU,CHU
1884,NL,CL2,CBL,,7,,,,N,N,Cleveland Blues,Kennard Street Park,,103,106,CLV,CL2,CL2
1884,AA,CL5,CBK,,2,,,,N,N,Columbus Buckeyes,Recreation Park I,,92,93,COL,CL5,CL5
1884,AA,CN2,CIN,,5,,,,N,N,Cincinnati Red Stockings,League Park I in Cincinnati,,104,102,CIN,CN2,CN2
1884,UA,CNU,COR,,3,,,,N,,Cincinnati Outlaw Reds,,,111,107,COR,CNU,CNU
1884,NL,DTN,DTN,,8,,,,N,N,Detroit Wolverines,Recreation Park,,94,97,DTN,DTN,DTN
1884,AA,IN2,IHO,,12,,,,N,N,Indianapolis Hoosiers,Seventh Street Park,,97,100,IND,IN2,IN2
1884,UA,KCU,KCU,,11,,,,N,,Kansas City Cowboys,,,87,92,KCC,KCU,KCU
1884,AA,LS2,LOU,,3,,,,N,N,Louisville Eclipse,Eclipse Park I,,95,95,LOU,LS2,LS2
1884,UA,MLU,MLU,,2,,,,N,,Milwaukee Brewers,,,60,60,MIL,MLU,MLU
1884,NL,NY1,SFG,,4,,,,N,N,New York Gothams,Polo Grounds I,,105,102,NYG,NY1,NY1
1884,AA,NY4,NYP,,1,,,,Y,N,New York Metropolitans,Polo Grounds I West Diamond,,100,96,NYP,NY4,NY4
1884,AA,PH4,PHA,,7,,,,N,N,Philadelphia Athletics,Jefferson Street Grounds,,107,104,PHA,PH4,PH4
1884,NL,PHI,PHI,,6,,,,N,N,Philadelphia Quakers,Recreation Park,,94,99,PHI,PHI,PHI
1884,UA,PHU,PHK,,8,,,,N,,Philadelphia Keystones,,,91,94,PHK,PHU,PHU
1884,NL,PRO,PRO,,1,,,,Y,Y,Providence Grays,Messer Street Grounds,,99,96,PRO,PRO,PRO
1884,AA,PT1,PIT,,11,,,,N,N,Pittsburg Alleghenys,Recreation Park,,97,101,PIT,PT1,PT1
1884,AA,RIC,RIC,,10,,,,N,N,Richmond Virginians,Allen Pasture,,99,102,RIC,RIC,RIC
1884,AA,SL4,STL,,4,,,,N,N,St. Louis Browns,Sportsman's Park I,,104,101,STL,SL4,SL4
1884,UA,SLU,SLM,,1,,,,Y,,St. Louis Maroons,,,99,98,SLM,SLU,SLU
1884,UA,SPU,STP,,9,,,,N,,St. Paul White Caps,,,60,60,STP,SPU,SPU
1884,AA,TL1,TOL,,8,,,,N,N,Toledo Blue Stockings,League Park,,103,105,TOL,TL1,TL1
1884,UA,WIL,WIL,,12,,,,N,,Wilmington Quicksteps,,,103,109,WIL,WIL,WIL
1884,AA,WS7,WST,,13,,,,N,N,Washington Nationals,Athletic Park,,88,93,WAS,WS7,WS7
1884,UA,WSU,WNA,,7,,,,N,,Washington Nationals,,,96,98,WHS,WSU,WSU
1885,NL,BFN,BUF,,7,,,,N,N,Buffalo Bisons,Olympic Park I,,103,105,BUF,BFN,BFN
1885,AA,BL2,BLO,,8,,,,N,N,Baltimore Orioles,Oriole Park,,99,100,BAL,BL2,BL2
1885,AA,BR3,LAD,,5,,,,N,N,Brooklyn Grays,Washington Park I,,100,102,BRO,BR3,BR3
1885,NL,BSN,ATL,,5,,,,N,N,Boston Beaneaters,South End Grounds I,,96,95,BSN,BSN,BSN
1885,NL,CHN,CHC,,1,,,,Y,N,Chicago White Stockings,West Side Park I,,114,107,CHC,CHN,CHN
1885,AA,CN2,CIN,,2,,,,N,N,Cincinnati Red Stockings,League Park I in Cincinnati,,102,100,CIN,CN2,CN2
1885,NL,DTN,DTN,,6,,,,N,N,Detroit Wolverines,Recreation Park,,100,101,DTN,DTN,DTN
1885,AA,LS2,LOU,,6,,,,N,N,Louisville Colonels,Eclipse Park I,,100,100,LOU,LS2,LS2
1885,NL,NY1,SFG,,2,,,,N,N,New York Giants,Polo Grounds I,,101,97,NYG,NY1,NY1
1885,AA,NY4,NYP,,7,,,,N,N,New York Metropolitans,Polo Grounds I West Diamond,,84,86,NYP,NY4,NY4
1885,AA,PH4,PHA,,4,,,,N,N,Philadelphia Athletics,Jefferson Street Grounds,,106,106,PHA,PH4,PH4
1885,NL,PHI,PHI,,3,,,,N,N,Philadelphia Quakers,Recreation Park,,97,98,PHI,PHI,PHI
1885,NL,PRO,PRO,,4,,,,N,N,Providence Grays,Messer Street Grounds,,97,95,PRO,PRO,PRO
1885,AA,PT1,PIT,,3,,,,N,N,Pittsburg Alleghenys,Recreation Park,,100,99,PIT,PT1,PT1
1885,AA,SL4,STL,,1,,,,Y,N,St. Louis Browns,Sportsman's Park I,,105,101,STL,SL4,SL4
1885,NL,SL5,SLM,,8,,,,N,N,St. Louis Maroons,Sportsman's Park I,,97,98,SLM,SL5,SL5
1886,AA,BL2,BLO,,8,,,,N,N,Baltimore Orioles,Oriole Park,,98,99,BAL,BL2,BL2
1886,AA,BR3,LAD,,3,,,,N,N,Brooklyn Grays,Washington Park I,,100,100,BRO,BR3,BR3
1886,NL,BSN,ATL,,5,,,,N,N,Boston Beaneaters,South End Grounds I,,97,97,BSN,BSN,BSN
1886,NL,CHN,CHC,,1,,,,Y,N,Chicago White Stockings,West Side Park I,,114,109,CHC,CHN,CHN
1886,AA,CN2,CIN,,5,,,,N,N,Cincinnati Red Stockings,League Park I in Cincinnati,,103,102,CIN,CN2,CN2
1886,NL,DTN,DTN,,2,,,,N,N,Detroit Wolverines,Recreation Park,,103,100,DTN,DTN,DTN
1886,NL,KCN,KCN,,7,,,,N,N,Kansas City Cowboys,Association Park,,106,114,KCN,KCN,KCN
1886,AA,LS2,LOU,,4,,,,N,N,Louisville Colonels,Eclipse Park I,,106,106,LOU,LS2,LS2
1886,NL,NY1,SFG,,3,,,,N,N,New York Giants,Polo Grounds I,,103,99,NYG,NY1,NY1
1886,AA,NY4,NYP,,7,,,,N,N,New York Metropolitans,St. George Cricket Grounds,,96,100,NYP,NY4,NY4
1886,AA,PH4,PHA,,6,,,,N,N,Philadelphia Athletics,Jefferson Street Grounds,,101,102,PHA,PH4,PH4
1886,NL,PHI,PHI,,4,,,,N,N,Philadelphia Quakers,Recreation Park,,100,99,PHI,PHI,PHI
1886,AA,PT1,PIT,,2,,,,N,N,Pittsburg Alleghenys,Recreation Park,,98,97,PIT,PT1,PT1
1886,AA,SL4,STL,,1,,,,Y,Y,St. Louis Browns,Sportsman's Park I,,105,100,STL,SL4,SL4
1886,NL,SL5,SLM,,6,,,,N,N,St. Louis Maroons,Sportsman's Park I,,94,97,SLM,SL5,SL5
1886,NL,WS8,WNL,,8,,,,N,N,Washington Nationals,Swampdoodle Grounds,,94,99,WHS,WS8,WS8
1887,AA,BL2,BLO,,3,,,,N,N,Baltimore Orioles,Oriole Park,,94,95,BAL,BL2,BL2
1887,AA,BR3,LAD,,6,,,,N,N,Brooklyn Grays,Washington Park I,,101,100,BRO,BR3,BR3
1887,NL,BSN,ATL,,5,,,,N,N,Boston Beaneaters,South End Grounds I,,98,97,BSN,BSN,BSN
1887,NL,CHN,CHC,,3,,,,N,N,Chicago White Stockings,West Side Park I,,113,110,CHC,CHN,CHN
1887,AA,CL3,CLV,,8,,,,N,N,Cleveland Blues,National League Park II,,97,101,CLE,CL3,CL3
1887,AA,CN2,CIN,,2,,,,N,N,Cincinnati Red Stockings,League Park I in Cincinnati,,102,101,CIN,CN2,CN2
1887,NL,DTN,DTN,,1,,,,Y,Y,Detroit Wolverines,Recreation Park,,104,100,DTN,DTN,DTN
1887,NL,IN3,IND,,8,,,,N,N,Indianapolis Hoosiers,Athletic Park I,,96,102,IND,IN3,IN3
1887,AA,LS2,LOU,,4,,,,N,N,Louisville Colonels,Eclipse Park I,,102,102,LOU,LS2,LS2
1887,NL,NY1,SFG,,4,,,,N,N,New York Giants,Polo Grounds I,,96,93,NYG,NY1,NY1
1887,AA,NY4,NYP,,7,,,,N,N,New York Metropolitans,St. George Cricket Grounds,,96,100,NYP,NY4,NY4
1887,AA,PH4,PHA,,5,,,,N,N,Philadelphia Athletics,Jefferson Street Grounds,,100,100,PHA,PH4,PH4
1887,NL,PHI,PHI,,2,,,,N,N,Philadelphia Quakers,Philadelphia Baseball Grounds,,106,104,PHI,PHI,PHI
1887,NL,PIT,PIT,,6,,,,N,N,Pittsburg Alleghenys,Recreation Park,,93,93,PIT,PIT,PIT
1887,AA,SL4,STL,,1,,,,Y,N,St. Louis Browns,Sportsman's Park I,,111,106,STL,SL4,SL4
1887,NL,WS8,WNL,,7,,,,N,N,Washington Nationals,Swampdoodle Grounds,,95,100,WHS,WS8,WS8
1888,AA,BL2,BLO,,5,,,,N,N,Baltimore Orioles,Oriole Park,,98,98,BAL,BL2,BL2
1888,AA,BR3,LAD,,2,,,,N,N,Brooklyn Bridegrooms,Washington Park I,,101,100,BRO,BR3,BR3
1888,NL,BSN,ATL,,4,,,,N,N,Boston Beaneaters,South End Grounds II,,104,102,BSN,BSN,BSN
1888,NL,CHN,CHC,,2,,,,N,N,Chicago White Stockings,West Side Park I,,107,106,CHC,CHN,CHN
1888,AA,CL3,CLV,,6,,,,N,N,Cleveland Blues,National League Park II,,97,101,CLE,CL3,CL3
1888,AA,CN2,CIN,,4,,,,N,N,Cincinnati Red Stockings,League Park I in Cincinnati,,105,104,CIN,CN2,CN2
1888,NL,DTN,DTN,,5,,,,N,N,Detroit Wolverines,Recreation Park,,100,97,DTN,DTN,DTN
1888,NL,IN3,IND,,7,,,,N,N,Indianapolis Hoosiers,Athletic Park II,,102,104,IND,IN3,IN3
1888,AA,KC2,KCC,,8,,,,N,N,Kansas City Cowboys,Association Park I,,106,112,KCC,KC2,KC2
1888,AA,LS2,LOU,,7,,,,N,N,Louisville Colonels,Eclipse Park I,,98,100,LOU,LS2,LS2
1888,NL,NY1,SFG,,1,,,,Y,Y,New York Giants,Polo Grounds I,,99,96,NYG,NY1,NY1
1888,AA,PH4,PHA,,3,,,,N,N,Philadelphia Athletics,Jefferson Street Grounds,,100,98,PHA,PH4,PH4
1888,NL,PHI,PHI,,3,,,,N,N,Philadelphia Quakers,Philadelphia Baseball Grounds,,105,104,PHI,PHI,PHI
1888,NL,PIT,PIT,,6,,,,N,N,Pittsburg Alleghenys,Recreation Park,,92,93,PIT,PIT,PIT
1888,AA,SL4,STL,,1,,,,Y,N,St. Louis Browns,Sportsman's Park I,,111,106,STL,SL4,SL4
1888,NL,WS8,WNL,,8,,,,N,N,Washington Nationals,Swampdoodle Grounds,,94,98,WHS,WS8,WS8
1889,AA,BL2,BLO,,5,,,,N,N,Baltimore Orioles,Oriole Park,,98,99,BAL,BL2,BL2
1889,AA,BR3,LAD,,1,,,,Y,N,Brooklyn Bridegrooms,Washington Park I,,95,91,BRO,BR3,BR3
1889,NL,BSN,ATL,,2,,,,N,N,Boston Beaneaters,South End Grounds II,,106,104,BSN,BSN,BSN
1889,NL,CHN,CHC,,3,,,,N,N,Chicago White Stockings,West Side Park I,,105,103,CHC,CHN,CHN
1889,NL,CL4,CLV,,6,,,,N,N,Cleveland Spiders,National League Park,,104,105,CLV,CL4,CL4
1889,AA,CL6,CLS,,6,,,,N,N,Columbus Solons,Recreation Park II,,95,94,COL,CL6,CL6
1889,AA,CN2,CIN,,4,,,,N,N,Cincinnati Red Stockings,League Park I in Cincinnati,,105,103,CIN,CN2,CN2
1889,NL,IN3,IND,,7,,,,N,N,Indianapolis Hoosiers,Athletic Park II,,102,104,IND,IN3,IN3
1889,AA,KC2,KCC,,7,,,,N,N,Kansas City Cowboys,Exposition Park,,105,108,KCC,KC2,KC2
1889,AA,LS2,LOU,,8,,,,N,N,Louisville Colonels,Eclipse Park I,,98,100,LOU,LS2,LS2
1889,NL,NY1,SFG,,1,,,,Y,Y,New York Giants,Polo Grounds II,,104,101,NYG,NY1,NY1
